id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
39472,fc544703-8e8e-44b5-a68f-d9a0660db09f,2010-02-01,2010-02-01,,Brasilia,3614,radamarco,Marco Rada,2011-11-18 11:44:47 UTC,2025-12-14 02:22:45 UTC,research,,http://www.inaturalist.org/observations/39472,https://static.inaturalist.org/photos/65629/medium.JPG,,"","",2,0,false,,"Colombia, Departamento del Quindio, municipio de Filandia, vereda El Roble,Reserva Bremen, ca 1950 m",4.6686494462,-75.6151199341,,,,,,,open,false,,,,Filandia,Quindío,Colombia,Quindío,Filandia,Centrolene savagei,Centrolene savagei,Savage's Cochran Frog,Amphibia,135068
41386,87f64f8b-eeff-4175-8cfe-8b129068768b,2011-12-03,2011-12-03,,Bogota,1634,c_h_giraldo,César Giraldo,2011-12-07 05:25:30 UTC,2014-10-20 04:03:17 UTC,casual,,http://www.inaturalist.org/observations/41386,https://static.inaturalist.org/photos/68624/medium.JPG,,"",No estoy seguro de si es o no C. savagei.,2,0,false,,"PMN Verdum, Vereda La Secreta, La Celia, Risaralda",,,,,,,,,open,false,,,,,,,,,Cochranella savagei,Centrolene savagei,Savage's Cochran Frog,Amphibia,135068
51152,c96f2061-337e-4398-94d3-7fed479d72b2,2009-03-19,2009-03-19,,Bogota,4173,rojas_morales_ja,"",2012-02-07 18:34:31 UTC,2025-12-08 14:51:41 UTC,casual,,http://www.inaturalist.org/observations/51152,https://static.inaturalist.org/photos/81123/medium.jpg,,"",Macho realizando el cuidado parental de una nidada en horario nocturno (ver Vargas-Salinas et al. 2007),1,0,false,,"Departamento de Caldas, municipio de Manizales, vereda Alto Bonito, riachuelo Chisperos (1900 m).",,,,,,,,,open,false,,,,,,,,,Centrolene savagei,Centrolene savagei,Savage's Cochran Frog,Amphibia,135068
52595,c58ab9e4-b027-4056-8541-5d8c44255571,"",,,Hawaii,3894,gustavo,Gustavo Gonzalez,2012-02-19 17:27:18 UTC,2020-07-28 21:55:09 UTC,casual,,http://www.inaturalist.org/observations/52595,https://static.inaturalist.org/photos/83012/medium.JPG,,"","",2,0,false,,"El aguila, Manizales, Caldas.",5.1059906076,-75.5035400391,,,,,,,open,false,,,,Manizales,Caldas,Colombia,Caldas,Manizales,Centrolene savagei,Centrolene savagei,Savage's Cochran Frog,Amphibia,135068
5595115,ec802b10-db4c-456b-87ca-f69989d1dbf6,2017/03/31 8:43 PM COT,2017-03-31,2017-04-01 01:43:00 UTC,Bogota,438327,biomonimartinez,"",2017-04-07 00:29:41 UTC,2020-08-19 20:03:28 UTC,research,CC-BY-NC,http://colombia.inaturalist.org/observations/5595115,https://inaturalist-open-data.s3.amazonaws.com/photos/6911272/medium.jpg,,"","",3,0,false,,"Km 10 Vereda San Ramón, Santa Rosa de Cabal",4.837558,-75.548945,211,,,,211,,open,false,,,,Santa Rosa de Cabal,Risaralda,Colombia,Risaralda,Santa Rosa de Cabal,Savage's Cochran Frog,Centrolene savagei,Savage's Cochran Frog,Amphibia,135068
5595808,4e68c253-a7b1-4040-8293-fd4b38946bc0,2017/04/01 9:33 PM COT,2017-04-01,2017-04-02 02:33:00 UTC,Bogota,438327,biomonimartinez,"",2017-04-07 01:29:44 UTC,2023-01-14 12:55:30 UTC,research,CC-BY-NC,http://colombia.inaturalist.org/observations/5595808,https://inaturalist-open-data.s3.amazonaws.com/photos/6912384/medium.jpg,,"",,3,0,false,,"Santa Rosa de Cabal, Risaralda, Colombia",4.8424569281,-75.5538368151,122,,,,122,,open,false,,,,Santa Rosa de Cabal,Risaralda,Colombia,Risaralda,Santa Rosa de Cabal,Savage's Cochran Frog,Centrolene savagei,Savage's Cochran Frog,Amphibia,135068
13373423,4618838d-28c5-4364-bd60-50169523c19e,2007/09/08 4:45 AM -05,2007-09-08,,Bogota,1009163,sultana,Juan Manuel de Roux,2018-06-12 20:08:11 UTC,2023-03-21 16:00:12 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/13373423,https://inaturalist-open-data.s3.amazonaws.com/photos/19607937/medium.jpeg,,"",,3,0,false,,"Valle del Cauca, CO",3.5522225712,-76.6735843977,15,,,,31422,obscured,open,true,,,,Santiago de Cali,Valle del Cauca,Colombia,Valle del Cauca,Santiago de Cali,Savage's Cochran Frog,Centrolene savagei,Savage's Cochran Frog,Amphibia,135068
18003588,d6101ec2-7250-43f0-8c84-b01e55b7e51f,2018-03-29 7:52:46 a. m. COT,2018-03-29,2018-03-29 07:52:46 UTC,UTC,1310380,camelie,Camila,2018-11-01 06:13:37 UTC,2021-12-29 00:05:55 UTC,research,,https://www.inaturalist.org/observations/18003588,https://static.inaturalist.org/photos/27522551/medium.jpg,,"",,1,0,false,2,"Manizales-Neira, Manizales, Caldas, Colombia",5.109915793,-75.5105191469,132,,,,132,,open,false,gps,gps,,Manizales,Caldas,Colombia,Caldas,Manizales,Centrolene savagei,Centrolene savagei,Savage's Cochran Frog,Amphibia,135068
19073698,8ffc2410-8d18-4199-b163-81ec21e54c67,2008/10/09 7:47 AM -05,2008-10-09,,Bogota,17643,gesnerio,Oscar Marín,2018-12-17 21:40:30 UTC,2023-07-07 04:59:11 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/19073698,https://inaturalist-open-data.s3.amazonaws.com/photos/29264480/medium.jpeg,,Proyecto Ranitomeya-Calarcá Plantación-Cañón  Barbas-,"",2,0,false,,"Salento, Quindío, Colombia",4.5473466087,-75.6068525607,244,,,,244,,open,false,,,,Salento,Quindío,Colombia,Quindío,Salento,Centrolene savagei,Centrolene savagei,Savage's Cochran Frog,Amphibia,135068
20721584,9adac54a-d550-4421-816c-bcd002ec87d3,2019/02/22 9:35 PM -05,2019-02-22,,Bogota,500735,khristimantis,Khristian Venegas Valencia,2019-02-24 06:51:10 UTC,2026-02-16 19:02:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/20721584,https://inaturalist-open-data.s3.amazonaws.com/photos/31947416/medium.jpg,,"","",2,0,false,,"Antioquia, CO",5.8842146719,-75.3583576867,,,,,31368,obscured,open,true,,,,La Unión de Sucre,Antioquia,Colombia,Antioquia,La Unión de Sucre,Rana de Cristal de Labios Blancos,Centrolene savagei,Savage's Cochran Frog,Amphibia,135068
22628744,01671d69-d1a0-4dc7-be6c-874f39ced1ef,2019-04-17 3:20:00 p. m. GMT-05:00,2019-04-17,2019-04-17 20:20:00 UTC,Bogota,1586879,sebas14,Sebas Calderon,2019-04-17 21:53:25 UTC,2024-11-30 15:29:44 UTC,needs_id,,https://www.inaturalist.org/observations/22628744,https://static.inaturalist.org/photos/35060256/medium.jpg,,"",,4,0,false,2,"Unnamed Road, Medellín, Antioquia, Colombia",6.287660081,-75.5137354508,349,,,,349,,open,false,gps,gps,,Guarne,Antioquia,Colombia,Antioquia,Guarne,Centrolene,Centrolene savagei,Savage's Cochran Frog,Amphibia,135068
34664724,9a4075fc-cc63-4278-95df-acbfef564ccc,2019/09/27 7:02 PM -0500,2019-09-27,2019-09-28 00:02:00 UTC,Bogota,114172,wilmar_agudelo,Wilmar Agudelo Sánchez,2019-10-21 00:22:08 UTC,2026-03-11 02:48:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/34664724,https://inaturalist-open-data.s3.amazonaws.com/photos/54582158/medium.jpg,https://static.inaturalist.org/sounds/48804.mp3?1571617378,"",,1,0,false,,"Rionegro, Antioquia, Colombia",6.20154,-75.48201,,,,,,,open,false,,,,Rionegro,Antioquia,Colombia,Antioquia,Rionegro,Rana de cristal de labios blancos,Centrolene savagei,Savage's Cochran Frog,Amphibia,135068
37997923,893b46f9-db67-4f85-90cd-de8c99828ce4,2019/12/16 8:01 PM EST,2019-12-16,2019-12-17 01:01:00 UTC,Eastern Time (US & Canada),941385,dbocanumenthe,Daniel Bocanumenth E.,2020-01-26 19:54:33 UTC,2023-07-31 20:14:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/37997923,https://inaturalist-open-data.s3.amazonaws.com/photos/60324979/medium.jpg,,"","",2,0,false,,"Pereira, Risaralda, Colombia",4.7186908,-75.5696865,5,,,,5,,open,false,,,,Pereira,Risaralda,Colombia,Risaralda,Pereira,Centrolene savagei,Centrolene savagei,Savage's Cochran Frog,Amphibia,135068
38310328,ff48b428-18d5-43d0-a827-d8fad7eb2c61,2020/01/22 9:19 AM HST,2020-01-22,2020-01-22 19:19:00 UTC,Hawaii,752195,elizaocampo,Eliza Patiño Ocampo,2020-02-04 23:24:46 UTC,2023-06-01 16:45:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/38310328,https://inaturalist-open-data.s3.amazonaws.com/photos/60869269/medium.jpeg,,"","Altura: 2442 msnm, Macho y hembra sobre el haz de una hoja en un riachuelo.

Fotografías: Daniel Felipe Arbelaez.  ",5,0,false,,"El Carmen de Viboral, Antioquia, Colombia",6.070363,-75.331252,32,,,,32,,open,false,,,,El Carmen de Viboral,Antioquia,Colombia,Antioquia,El Carmen de Viboral,Centrolene savagei,Centrolene savagei,Savage's Cochran Frog,Amphibia,135068
53874582,18a68347-0faa-453a-b51c-0eab41d3ff75,2018-05-01 11:36:00 AM GMT-05:00,2018-05-01,2018-05-01 15:36:00 UTC,America/New_York,1289200,indianacristo,Lepidoptera Colombiana 🇨🇴,2020-07-21 19:37:43 UTC,2022-09-28 10:42:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/53874582,https://inaturalist-open-data.s3.amazonaws.com/photos/85699714/medium.jpg,,"",,4,0,false,2,"Manizales, Caldas, Colombia",5.0992725873,-75.4954287037,241,,,,241,,open,false,gps,gps,,Manizales,Caldas,Colombia,Caldas,Manizales,Centrolene savagei,Centrolene savagei,Savage's Cochran Frog,Amphibia,135068
54471372,0b6a53ca-1206-4644-8854-f57f50809727,2020-07-26 7:44:00 PM GMT-05:00,2020-07-26,2020-07-27 00:44:00 UTC,Bogota,3277954,wilsondavidvera,WILSON DAVID VERA CHINCHILLA,2020-07-27 00:46:08 UTC,2025-05-18 12:42:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/54471372,https://inaturalist-open-data.s3.amazonaws.com/photos/86674562/medium.jpeg,,"",,3,0,false,2,"Circasia, Quindío, Colombia",4.6285292763,-75.6233110651,121,,,,121,,open,false,gps,gps,,Salento,Quindío,Colombia,Quindío,Salento,Centrolene savagei,Centrolene savagei,Savage's Cochran Frog,Amphibia,135068
56184021,c4c581a7-38cf-48f6-abba-8a63e6e34acc,2020/08/07 7:29 PM UTC,2020-08-07,,UTC,3308937,cristianbio,Cristian Gonzalez Acosta,2020-08-12 01:31:45 UTC,2021-04-28 04:07:31 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/56184021,https://static.inaturalist.org/photos/89515661/medium.jpg,,"",,3,0,false,,"Filandia, Quindío, Colombia",4.699763322,-75.6549671608,122,,,,122,,open,false,,,,Pereira,Risaralda,Colombia,Risaralda,Pereira,Centrolene savagei,Centrolene savagei,Savage's Cochran Frog,Amphibia,135068
56891609,0595a1c8-fe28-458b-8e1c-0ed8920f36ba,2019-04-10,2019-04-10,,Bogota,2260902,julianrs,Julián Alberto Ríos-Soto,2020-08-19 00:06:17 UTC,2020-08-19 17:13:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/56891609,https://inaturalist-open-data.s3.amazonaws.com/photos/90697155/medium.jpeg,,"","",4,0,false,,"Filandia, Quindío, Colombia",4.6829143408,-75.6579908674,8,,,,8,,open,false,,,,Filandia,Quindío,Colombia,Quindío,Filandia,Centrolene savagei,Centrolene savagei,Savage's Cochran Frog,Amphibia,135068
